ID da Fatura,Filial,Cidade,Tipo de Cliente,Gênero,Linha de Produto,Preço Unitário,Quantidade,Imposto 5%,Total,Data,Hora,Pagamento,COGS,Margem Bruta %,Renda Bruta,Avaliação
449768791,B,Campos,Normal,Masculino,Saúde e beleza,30.27,9,13.6215,286.0515,2024-01-20,13:13,Dinheiro,228.84,7.281358,20.8284,7.9
418043582,B,Rodrigues,Membro,Feminino,Esportes e viagens,39.01,4,7.802,163.842,2024-02-06,15:59,Cartão de crédito,131.07,7.282515,11.9318,4.6
894217387,A,Viana de Nogueira,Membro,Feminino,Eletrônicos,80.49,8,32.196,676.116,2024-02-09,10:49,Cartão de crédito,540.89,3.430049,23.1911,6.3
404808937,B,Peixoto,Normal,Feminino,Saúde e beleza,36.11,5,9.0275,189.5775,2024-02-01,12:12,Cartão de crédito,151.66,5.716761,10.8377,7.8
632047076,A,da Cruz,Normal,Masculino,Casa e estilo de vida,16.42,9,7.389,155.169,2024-02-09,23:01,Dinheiro,124.14,4.341393,6.7365,5.1
682793774,B,Ramos de Pires,Membro,Masculino,Esportes e viagens,99.37,6,29.811,626.031,2024-02-07,20:41,Cartão de crédito,500.82,4.783561,29.9466,8.0
884470898,A,Ferreira de Gomes,Normal,Masculino,Alimentos e bebidas,11.39,9,5.1255,107.6355,2024-01-04,06:23,Cartão de crédito,86.11,3.027563,3.2587,5.3
431304344,C,Pinto de da Conceição,Membro,Masculino,Saúde e beleza,66.05,4,13.21,277.41,2024-01-16,07:38,Ewallet,221.93,3.126371,8.6729,6.7
306807315,A,Almeida,Normal,Feminino,Eletrônicos,43.98,1,2.199,46.179,2024-01-15,23:58,Dinheiro,36.94,5.599036,2.5856,6.5
578829621,B,Lopes da Prata,Normal,Feminino,Eletrônicos,68.7,4,13.74,288.54,2024-02-10,04:28,Cartão de crédito,230.83,6.291684,18.154,4.3
871101030,C,Santos,Normal,Feminino,Casa e estilo de vida,26.46,8,10.584,222.264,2024-01-28,17:18,Ewallet,177.81,5.300524,11.7812,8.6
996319920,B,Castro de Goiás,Normal,Feminino,Alimentos e bebidas,91.35,3,13.7025,287.7525,2024-02-05,06:28,Dinheiro,230.2,6.532707,18.798,5.3
669497015,B,Caldeira,Membro,Feminino,Casa e estilo de vida,42.12,9,18.954,398.034,2024-01-16,15:28,Ewallet,318.43,5.090832,20.2632,7.6
153016485,B,Duarte das Flores,Normal,Feminino,Eletrônicos,63.79,4,12.758,267.918,2024-01-27,22:54,Cartão de crédito,214.33,4.273837,11.4504,6.3
390091078,C,Viana de Vieira,Normal,Masculino,Eletrônicos,15.68,5,3.92,82.32,2024-01-09,10:58,Cartão de crédito,65.86,3.652043,3.0064,4.0
917430293,B,Fogaça Verde,Normal,Feminino,Esportes e viagens,79.36,8,31.744,666.624,2024-01-02,07:17,Ewallet,533.3,4.133916,27.5577,8.7
523390458,B,Melo,Membro,Feminino,Alimentos e bebidas,56.66,2,5.666,118.986,2024-02-10,16:09,Ewallet,95.19,4.613116,5.489,6.1
152463053,C,Silveira Verde,Membro,Masculino,Casa e estilo de vida,53.57,8,21.428,449.988,2024-01-06,04:41,Ewallet,359.99,3.929202,17.6809,5.5
406871364,C,Campos,Membro,Feminino,Casa e estilo de vida,33.54,9,15.093,316.953,2024-01-27,08:27,Cartão de crédito,253.56,4.324624,13.707,8.2
958655388,C,Fernandes Grande,Normal,Feminino,Saúde e beleza,11.05,9,4.9725,104.4225,2024-01-18,12:58,Dinheiro,83.54,7.492782,7.8242,6.5
634479128,A,Teixeira,Normal,Feminino,Eletrônicos,39.06,10,19.53,410.13,2024-01-29,21:30,Dinheiro,328.1,4.028234,16.521,7.8
106133677,B,da Paz do Campo,Membro,Masculino,Eletrônicos,82.34,7,28.819,605.199,2024-01-18,22:53,Cartão de crédito,484.16,7.824336,47.3528,6.0
550191498,B,Gomes,Membro,Feminino,Esportes e viagens,97.61,3,14.6415,307.4715,2024-01-13,06:48,Cartão de crédito,245.98,3.746073,11.5181,8.1
16809502,B,da Rosa de Minas,Membro,Feminino,Casa e estilo de vida,45.19,1,2.2595,47.4495,2024-02-04,11:37,Ewallet,37.96,5.926908,2.8123,5.4
886827786,A,Peixoto,Membro,Feminino,Casa e estilo de vida,46.18,1,2.309,48.489,2024-01-15,00:36,Cartão de crédito,38.79,3.178879,1.5414,8.7
217111734,B,Oliveira de Azevedo,Membro,Feminino,Esportes e viagens,56.39,8,22.556,473.676,2024-01-19,21:23,Ewallet,378.94,4.513881,21.3812,4.0
633141383,C,Lopes de Peixoto,Membro,Masculino,Saúde e beleza,97.76,4,19.552,410.592,2024-02-02,18:20,Cartão de crédito,328.47,3.142523,12.9029,8.2
961348420,C,Pereira de Minas,Normal,Feminino,Saúde e beleza,16.48,6,4.944,103.824,2024-01-26,12:14,Dinheiro,83.06,7.890597,8.1923,4.4
720075098,A,da Rosa,Normal,Masculino,Saúde e beleza,72.8,3,10.92,229.32,2024-01-17,00:00,Ewallet,183.46,4.162147,9.5446,8.7
648286173,C,Vieira da Praia,Normal,Feminino,Casa e estilo de vida,59.72,6,17.916,376.236,2024-01-27,17:45,Ewallet,300.99,5.263501,19.8032,7.5
534178568,C,Pereira das Flores,Membro,Masculino,Saúde e beleza,84.0,1,4.2,88.2,2024-01-20,05:18,Ewallet,70.56,6.86869,6.0582,4.0
896379638,A,Ramos,Normal,Feminino,Eletrônicos,23.88,8,9.552,200.592,2024-01-31,03:53,Cartão de crédito,160.47,3.372908,6.7658,7.1
391057963,C,Duarte de Goiás,Normal,Feminino,Esportes e viagens,24.83,8,9.932,208.572,2024-02-01,07:44,Ewallet,166.86,3.919696,8.1754,5.5
893891787,C,Pires,Normal,Feminino,Alimentos e bebidas,20.59,2,2.059,43.239,2024-01-12,00:41,Ewallet,34.59,3.791952,1.6396,6.1
199735363,A,Oliveira,Normal,Feminino,Eletrônicos,99.73,8,39.892,837.732,2024-01-08,15:43,Dinheiro,670.19,4.938928,41.375,4.1
673855265,C,Carvalho,Membro,Feminino,Saúde e beleza,89.9,7,31.465,660.765,2024-02-05,19:27,Ewallet,528.61,3.194288,21.1067,8.7
723631232,A,da Costa da Serra,Membro,Feminino,Casa e estilo de vida,93.64,9,42.138,884.898,2024-01-07,15:47,Ewallet,707.92,3.264985,28.8918,6.8
970221192,C,Cavalcanti dos Dourados,Membro,Masculino,Alimentos e bebidas,98.19,2,9.819,206.199,2024-01-04,02:41,Dinheiro,164.96,5.451873,11.2417,8.7
723473839,C,Cavalcanti,Membro,Feminino,Saúde e beleza,53.61,7,18.7635,394.0335,2024-01-23,12:27,Dinheiro,315.23,3.429813,13.5146,7.2
472268393,C,Araújo,Normal,Feminino,Esportes e viagens,88.75,8,35.5,745.5,2024-01-28,07:32,Cartão de crédito,596.4,5.950188,44.3587,7.1
576193726,C,Vieira de Goiás,Membro,Feminino,Eletrônicos,93.18,9,41.931,880.551,2024-02-07,15:57,Dinheiro,704.44,6.883496,60.6127,7.6
277262084,C,Monteiro Paulista,Membro,Masculino,Saúde e beleza,54.24,9,24.408,512.568,2024-01-26,14:33,Ewallet,410.05,5.070693,25.9907,6.4
620549888,C,Almeida do Sul,Membro,Feminino,Casa e estilo de vida,17.1,9,7.695,161.595,2024-01-13,01:33,Cartão de crédito,129.28,6.798781,10.9865,6.0
786373231,C,Porto,Membro,Feminino,Casa e estilo de vida,34.98,8,13.992,293.832,2024-01-10,05:15,Dinheiro,235.07,4.792888,14.083,4.3
357517202,B,Silveira do Galho,Membro,Masculino,Eletrônicos,79.95,9,35.9775,755.5275,2024-01-05,05:02,Dinheiro,604.42,5.792344,43.7628,7.7
567560017,B,Dias,Membro,Masculino,Alimentos e bebidas,66.26,2,6.626,139.146,2024-01-09,10:47,Ewallet,111.32,3.525351,4.9054,8.1
575057084,C,Almeida,Normal,Feminino,Esportes e viagens,90.17,5,22.5425,473.3925,2024-01-26,23:03,Cartão de crédito,378.71,4.738756,22.4329,4.9
637443020,A,Peixoto,Membro,Feminino,Esportes e viagens,46.25,6,13.875,291.375,2024-01-25,11:32,Cartão de crédito,233.1,7.171903,20.8971,7.9
135967292,C,Ferreira,Membro,Masculino,Saúde e beleza,54.16,6,16.248,341.208,2024-01-06,20:47,Ewallet,272.97,5.524974,18.8517,8.7
632629127,A,Barbosa,Membro,Masculino,Alimentos e bebidas,98.23,10,49.115,1031.415,2024-01-16,05:56,Dinheiro,825.13,4.021734,41.4808,7.5
690708676,A,Cunha,Membro,Masculino,Casa e estilo de vida,89.61,7,31.3635,658.6335,2024-01-04,18:49,Cartão de crédito,526.91,6.845326,45.0856,8.7
889019273,A,Azevedo,Membro,Masculino,Casa e estilo de vida,76.68,3,11.502,241.542,2024-02-02,20:27,Cartão de crédito,193.23,4.683978,11.3138,7.4
663470019,C,Santos,Membro,Masculino,Alimentos e bebidas,45.07,10,22.535,473.235,2024-01-22,09:51,Cartão de crédito,378.59,7.361594,34.8376,8.6
9622160,C,Silva de Lopes,Normal,Masculino,Casa e estilo de vida,12.3,2,1.23,25.83,2024-01-27,13:22,Dinheiro,20.66,6.730971,1.7386,4.1
255461905,A,Teixeira da Praia,Normal,Masculino,Esportes e viagens,64.95,1,3.2475,68.1975,2024-01-06,05:11,Ewallet,54.56,5.758569,3.9272,7.3
854751358,B,Freitas Alegre,Membro,Masculino,Casa e estilo de vida,39.11,6,11.733,246.393,2024-02-05,18:53,Cartão de crédito,197.11,5.321668,13.1122,8.7
44487284,B,Silva do Oeste,Normal,Feminino,Casa e estilo de vida,64.16,8,25.664,538.944,2024-02-01,00:22,Ewallet,431.16,4.187601,22.5688,9.0
12193101,C,Nunes,Normal,Masculino,Eletrônicos,14.98,5,3.745,78.645,2024-01-16,03:47,Dinheiro,62.92,7.081344,5.5691,8.6
373801342,B,Pires,Membro,Feminino,Eletrônicos,44.86,1,2.243,47.103,2024-01-20,00:41,Dinheiro,37.68,7.004066,3.2991,8.1
432472826,A,Campos Grande,Membro,Masculino,Esportes e viagens,25.24,2,2.524,53.004,2024-02-09,12:27,Ewallet,42.4,7.971615,4.2253,7.8
514680703,C,Cavalcanti do Oeste,Membro,Masculino,Casa e estilo de vida,84.83,8,33.932,712.572,2024-01-26,09:21,Cartão de crédito,570.06,3.072586,21.8944,4.9
606006314,A,Gonçalves,Membro,Feminino,Alimentos e bebidas,97.06,10,48.53,1019.13,2024-01-17,15:01,Dinheiro,815.3,6.897954,70.2991,8.0
980517547,B,Farias da Prata,Membro,Masculino,Saúde e beleza,18.87,6,5.661,118.881,2024-02-05,16:11,Ewallet,95.1,3.982291,4.7342,5.9
39147416,C,da Rosa,Membro,Feminino,Eletrônicos,96.62,10,48.31,1014.51,2024-01-28,00:51,Cartão de crédito,811.61,4.318143,43.808,4.8
547625772,B,Mendes,Membro,Masculino,Saúde e beleza,78.84,2,7.884,165.564,2024-01-12,03:18,Dinheiro,132.45,5.734685,9.4946,6.1
752712533,C,Costela,Membro,Feminino,Alimentos e bebidas,97.58,10,48.79,1024.59,2024-01-18,03:44,Cartão de crédito,819.67,7.715332,79.0505,7.3
108668808,B,Monteiro de Minas,Membro,Masculino,Saúde e beleza,67.67,5,16.9175,355.2675,2024-02-07,05:24,Cartão de crédito,284.21,6.704272,23.8181,8.9
484627449,A,Dias,Normal,Masculino,Esportes e viagens,77.16,10,38.58,810.18,2024-01-23,09:42,Ewallet,648.14,6.959876,56.3875,5.1
88323349,C,Fogaça de Goiás,Membro,Feminino,Saúde e beleza,79.65,10,39.825,836.325,2024-02-08,04:39,Cartão de crédito,669.06,7.261407,60.729,6.1
317031759,A,da Rosa de Barros,Normal,Masculino,Eletrônicos,57.09,7,19.9815,419.6115,2024-02-04,11:39,Cartão de crédito,335.69,4.686291,19.6642,7.3
964950574,B,da Cruz do Oeste,Normal,Masculino,Esportes e viagens,35.91,7,12.5685,263.9385,2024-01-30,06:53,Ewallet,211.15,7.636349,20.1553,5.5
353900546,C,da Cruz das Flores,Membro,Masculino,Eletrônicos,93.56,2,9.356,196.476,2024-01-28,23:37,Dinheiro,157.18,3.628603,7.1293,6.7
178869191,A,Costela,Normal,Feminino,Saúde e beleza,64.46,3,9.669,203.049,2024-01-10,08:53,Dinheiro,162.44,6.849449,13.9077,6.9
312168438,B,Lopes,Normal,Masculino,Alimentos e bebidas,34.93,4,6.986,146.706,2024-01-08,00:24,Dinheiro,117.36,6.140023,9.0078,4.7
448484054,A,da Luz,Normal,Masculino,Eletrônicos,43.72,10,21.86,459.06,2024-02-01,15:25,Dinheiro,367.25,7.335765,33.6756,7.9
546916270,C,Fernandes,Membro,Masculino,Esportes e viagens,69.87,4,13.974,293.454,2024-01-29,14:24,Ewallet,234.76,7.138007,20.9468,5.6
912115406,B,da Costa Grande,Normal,Masculino,Alimentos e bebidas,61.85,1,3.0925,64.9425,2024-02-06,14:08,Dinheiro,51.95,7.582302,4.9241,5.4
900783627,B,Porto,Membro,Masculino,Esportes e viagens,15.37,3,2.3055,48.4155,2024-01-14,07:03,Dinheiro,38.73,6.47467,3.1347,7.1
297540944,C,Farias,Normal,Feminino,Eletrônicos,12.41,4,2.482,52.122,2024-02-05,04:47,Cartão de crédito,41.7,7.001636,3.6494,8.6
804659283,C,Moraes,Normal,Feminino,Casa e estilo de vida,98.44,10,49.22,1033.62,2024-01-18,16:44,Dinheiro,826.9,7.062064,72.9949,5.3
578170705,A,Pires,Normal,Masculino,Eletrônicos,50.33,3,7.5495,158.5395,2024-01-24,03:40,Cartão de crédito,126.83,4.07379,6.4586,5.6
290712597,A,Ramos,Membro,Masculino,Saúde e beleza,68.99,8,27.596,579.516,2024-02-08,04:26,Dinheiro,463.61,4.958813,28.7371,4.5
19560020,C,Ramos,Normal,Feminino,Eletrônicos,67.58,5,16.895,354.795,2024-01-09,23:06,Cartão de crédito,283.84,7.613686,27.013,7.4
804824462,C,Cardoso de Lima,Normal,Masculino,Eletrônicos,53.4,1,2.67,56.07,2024-01-06,11:40,Dinheiro,44.86,6.3964,3.5865,4.4
964861388,A,da Mota das Pedras,Normal,Masculino,Esportes e viagens,84.64,2,8.464,177.744,2024-02-06,03:51,Dinheiro,142.2,4.506741,8.0105,4.9
577365074,C,Dias da Mata,Membro,Masculino,Esportes e viagens,34.51,10,17.255,362.355,2024-02-05,11:11,Cartão de crédito,289.88,5.683867,20.5958,6.9
769819710,A,Duarte,Membro,Feminino,Saúde e beleza,28.5,4,5.7,119.7,2024-01-14,17:36,Ewallet,95.76,6.454536,7.7261,8.7
542036356,C,Porto Alegre,Membro,Masculino,Saúde e beleza,73.29,10,36.645,769.545,2024-02-03,02:14,Dinheiro,615.64,3.869066,29.7742,5.9
25783293,C,Sales,Membro,Masculino,Casa e estilo de vida,98.18,3,14.727,309.267,2024-01-12,12:12,Ewallet,247.41,4.391639,13.5819,7.0
519082395,A,Costa,Membro,Masculino,Esportes e viagens,34.89,9,15.7005,329.7105,2024-01-11,09:24,Cartão de crédito,263.77,3.467867,11.4339,8.2
141922877,B,Martins,Normal,Masculino,Esportes e viagens,34.56,1,1.728,36.288,2024-02-07,22:01,Dinheiro,29.03,6.23767,2.2635,6.7
851149423,A,Viana de Caldeira,Membro,Masculino,Saúde e beleza,74.81,3,11.2215,235.6515,2024-01-08,16:12,Ewallet,188.52,4.468008,10.5289,4.0
598867573,A,Azevedo,Normal,Feminino,Saúde e beleza,66.53,4,13.306,279.426,2024-01-28,05:02,Dinheiro,223.54,4.941124,13.8068,7.0
899789532,C,Sales,Membro,Masculino,Esportes e viagens,86.78,3,13.017,273.357,2024-01-13,06:31,Ewallet,218.69,6.825841,18.6589,6.9
265834466,A,Campos,Membro,Masculino,Esportes e viagens,45.4,8,18.16,381.36,2024-01-11,20:10,Ewallet,305.09,6.892499,26.2852,6.3
637291756,B,Vieira de Nascimento,Normal,Masculino,Alimentos e bebidas,38.46,5,9.615,201.915,2024-02-05,03:25,Dinheiro,161.53,3.724509,7.5203,8.2
884307756,A,Azevedo do Campo,Normal,Masculino,Eletrônicos,39.25,4,7.85,164.85,2024-02-02,16:33,Dinheiro,131.88,3.181929,5.2454,6.2
691052266,A,Campos,Membro,Masculino,Saúde e beleza,28.48,1,1.424,29.904,2024-01-24,05:20,Ewallet,23.92,5.691916,1.7021,7.5
922540972,A,Aragão Paulista,Membro,Feminino,Eletrônicos,35.16,10,17.58,369.18,2024-02-07,04:03,Dinheiro,295.34,7.605618,28.0784,7.2
236707824,C,Melo,Membro,Feminino,Casa e estilo de vida,46.92,7,16.422,344.862,2024-01-06,12:40,Dinheiro,275.89,6.733206,23.2203,6.5
995949646,B,da Conceição de da Cunha,Normal,Feminino,Esportes e viagens,79.44,8,31.776,667.296,2024-01-29,04:43,Dinheiro,533.84,6.21694,41.4854,6.4
401167706,C,das Neves Paulista,Normal,Masculino,Saúde e beleza,43.53,7,15.2355,319.9455,2024-02-07,22:58,Cartão de crédito,255.96,4.271299,13.6658,5.2
867438267,C,Silva do Galho,Membro,Feminino,Casa e estilo de vida,84.82,7,29.687,623.427,2024-02-10,16:29,Dinheiro,498.74,5.283041,32.9359,7.0
142000304,C,Fernandes,Membro,Masculino,Eletrônicos,83.38,1,4.169,87.549,2024-02-02,10:27,Dinheiro,70.04,5.296385,4.6369,4.8
899759715,C,Cunha Grande,Normal,Masculino,Eletrônicos,82.88,8,33.152,696.192,2024-01-30,06:23,Dinheiro,556.95,3.63533,25.3089,8.5
130796549,C,Peixoto,Normal,Masculino,Casa e estilo de vida,96.07,3,14.4105,302.6205,2024-01-05,16:50,Dinheiro,242.1,7.599797,22.9985,4.3
434169718,A,Carvalho de Araújo,Normal,Masculino,Saúde e beleza,53.34,3,8.001,168.021,2024-01-28,10:36,Ewallet,134.42,6.266598,10.5292,7.4
313505693,B,Fogaça,Membro,Feminino,Alimentos e bebidas,82.03,9,36.9135,775.1835,2024-01-06,15:53,Ewallet,620.15,4.476059,34.6977,4.7
553959312,A,Sales de Almeida,Membro,Masculino,Eletrônicos,86.49,2,8.649,181.629,2024-01-06,01:48,Dinheiro,145.3,4.09581,7.4392,5.7
193070324,A,Rezende Paulista,Membro,Feminino,Eletrônicos,21.29,2,2.129,44.709,2024-01-14,10:02,Cartão de crédito,35.77,6.51888,2.9145,5.0
736246046,B,Gonçalves,Normal,Masculino,Alimentos e bebidas,53.02,2,5.302,111.342,2024-02-02,05:05,Dinheiro,89.07,3.738427,4.1624,6.5
202329830,A,Moreira Verde,Membro,Feminino,Alimentos e bebidas,57.96,7,20.286,426.006,2024-01-16,22:35,Dinheiro,340.8,7.754706,33.0355,5.0
164084455,B,Nunes de Minas,Normal,Feminino,Casa e estilo de vida,63.95,7,22.3825,470.0325,2024-01-05,14:09,Cartão de crédito,376.03,4.414092,20.7477,5.9
378673514,B,Mendes de Minas,Membro,Feminino,Saúde e beleza,97.42,5,24.355,511.455,2024-01-05,00:24,Ewallet,409.16,5.557997,28.4267,5.3
264160551,C,Campos,Membro,Masculino,Casa e estilo de vida,87.11,4,17.422,365.862,2024-02-03,13:56,Dinheiro,292.69,4.466778,16.3422,6.9
730009913,B,Moura,Normal,Feminino,Esportes e viagens,68.73,10,34.365,721.665,2024-01-10,21:49,Ewallet,577.33,3.039279,21.9334,5.7
30859669,B,Caldeira de Moraes,Normal,Feminino,Casa e estilo de vida,59.95,8,23.98,503.58,2024-02-07,18:41,Cartão de crédito,402.86,4.107589,20.685,6.5
223172536,C,Cardoso,Membro,Feminino,Saúde e beleza,30.99,7,10.8465,227.7765,2024-01-09,02:32,Dinheiro,182.22,6.194491,14.1096,5.0
521564776,B,Melo,Membro,Feminino,Eletrônicos,51.05,1,2.5525,53.6025,2024-02-01,20:00,Dinheiro,42.88,5.961532,3.1955,7.3
628218208,B,Souza,Membro,Feminino,Esportes e viagens,14.33,10,7.165,150.465,2024-01-12,10:13,Ewallet,120.37,5.319141,8.0034,5.8
206047517,A,Rodrigues,Membro,Masculino,Casa e estilo de vida,69.48,3,10.422,218.862,2024-01-24,13:17,Ewallet,175.09,4.633977,10.142,8.7
258433503,A,Ferreira das Pedras,Membro,Masculino,Saúde e beleza,27.33,3,4.0995,86.0895,2024-02-02,09:12,Dinheiro,68.87,4.026804,3.4667,6.3
786453776,B,Rezende,Normal,Feminino,Esportes e viagens,10.41,1,0.5205,10.9305,2024-01-11,01:33,Ewallet,8.74,7.207106,0.7878,6.3
874460544,A,Novaes da Praia,Membro,Masculino,Casa e estilo de vida,52.07,2,5.207,109.347,2024-01-31,00:15,Dinheiro,87.48,4.810745,5.2604,5.3
856626482,A,Mendes do Oeste,Membro,Feminino,Eletrônicos,26.14,1,1.307,27.447,2024-02-07,23:42,Cartão de crédito,21.96,7.247039,1.9891,4.0
854158477,B,Almeida da Prata,Membro,Feminino,Esportes e viagens,67.6,3,10.14,212.94,2024-01-06,12:30,Dinheiro,170.35,4.596894,9.7886,8.5
185145493,C,da Rosa,Membro,Feminino,Alimentos e bebidas,59.19,5,14.7975,310.7475,2024-01-10,09:14,Cartão de crédito,248.6,3.263424,10.141,6.7
344980158,C,Duarte do Norte,Normal,Feminino,Casa e estilo de vida,21.81,4,4.362,91.602,2024-01-26,22:03,Dinheiro,73.28,5.64223,5.1684,7.9
449170336,C,Pires,Membro,Masculino,Eletrônicos,78.28,6,23.484,493.164,2024-02-10,04:12,Cartão de crédito,394.53,6.506583,32.0881,7.9
324838803,A,Rodrigues da Serra,Normal,Feminino,Alimentos e bebidas,68.47,1,3.4235,71.8935,2024-01-01,16:11,Cartão de crédito,57.51,6.799079,4.8881,4.9
109236258,B,Moraes,Normal,Masculino,Esportes e viagens,43.6,7,15.26,320.46,2024-01-01,22:17,Ewallet,256.37,3.29558,10.561,8.1
478279259,B,Ribeiro,Normal,Feminino,Saúde e beleza,89.67,2,8.967,188.307,2024-01-30,03:56,Cartão de crédito,150.65,4.065863,7.6563,5.0
949382834,C,Cardoso do Oeste,Normal,Feminino,Saúde e beleza,85.42,8,34.168,717.528,2024-01-25,16:04,Cartão de crédito,574.02,6.647294,47.6962,5.0
864964862,B,Cunha de Vieira,Membro,Feminino,Esportes e viagens,49.23,8,19.692,413.532,2024-01-04,23:01,Ewallet,330.83,5.433795,22.4705,4.4
716324030,B,Azevedo de Carvalho,Normal,Masculino,Eletrônicos,98.81,3,14.8215,311.2515,2024-02-02,02:14,Ewallet,249.0,6.599638,20.5415,5.5
283849805,A,Moreira de Minas,Normal,Feminino,Eletrônicos,70.06,9,31.527,662.067,2024-01-08,19:01,Cartão de crédito,529.65,5.463649,36.173,7.4
957615076,B,das Neves de Minas,Normal,Masculino,Saúde e beleza,80.51,9,36.2295,760.8195,2024-01-26,03:01,Ewallet,608.66,5.81311,44.2273,7.1
969854888,A,Farias da Mata,Membro,Feminino,Saúde e beleza,27.23,10,13.615,285.915,2024-02-01,14:48,Dinheiro,228.73,7.330028,20.9576,7.8
36344557,A,Caldeira,Normal,Masculino,Casa e estilo de vida,76.52,8,30.608,642.768,2024-02-01,19:23,Ewallet,514.21,3.802809,24.4432,4.0
752725493,A,Pires,Normal,Feminino,Alimentos e bebidas,13.77,3,2.0655,43.3755,2024-01-10,05:38,Cartão de crédito,34.7,6.098066,2.6451,7.1
802933340,B,Ramos,Normal,Feminino,Eletrônicos,65.69,4,13.138,275.898,2024-02-10,15:12,Cartão de crédito,220.72,7.883724,21.751,6.3
572407588,C,Azevedo Paulista,Normal,Masculino,Saúde e beleza,71.26,10,35.63,748.23,2024-02-03,07:43,Ewallet,598.58,4.739955,35.4658,7.3
17476927,C,Rocha,Membro,Masculino,Alimentos e bebidas,67.21,9,30.2445,635.1345,2024-01-30,03:24,Cartão de crédito,508.11,6.510896,41.3529,7.3
874567974,A,da Mota da Prata,Normal,Masculino,Eletrônicos,53.28,3,7.992,167.832,2024-02-10,00:34,Ewallet,134.27,4.395842,7.3776,7.1
866701943,C,Barros,Normal,Feminino,Saúde e beleza,92.64,8,37.056,778.176,2024-01-12,10:28,Cartão de crédito,622.54,4.256075,33.1198,4.5
993575088,C,Moura,Normal,Feminino,Casa e estilo de vida,88.09,3,13.2135,277.4835,2024-01-10,20:28,Dinheiro,221.99,6.066693,16.8341,6.7
289890498,A,Gonçalves das Pedras,Normal,Masculino,Eletrônicos,50.01,7,17.5035,367.5735,2024-02-02,20:15,Dinheiro,294.06,6.615113,24.3154,5.2
932684692,C,Correia,Normal,Masculino,Esportes e viagens,39.54,6,11.862,249.102,2024-02-09,20:29,Dinheiro,199.28,6.102798,15.2022,7.4
186188518,B,Costa,Membro,Feminino,Alimentos e bebidas,27.88,10,13.94,292.74,2024-01-27,21:08,Ewallet,234.19,3.627979,10.6205,6.3
753089595,C,Correia,Normal,Masculino,Saúde e beleza,52.77,10,26.385,554.085,2024-01-30,04:46,Ewallet,443.27,6.373827,35.3164,5.9
396785230,B,da Cunha de Minas,Membro,Masculino,Esportes e viagens,98.21,9,44.1945,928.0845,2024-01-17,19:33,Dinheiro,742.47,7.122764,66.1053,8.2
457696169,B,Mendes,Normal,Masculino,Esportes e viagens,91.69,3,13.7535,288.8235,2024-01-05,06:48,Ewallet,231.06,4.551348,13.1454,8.8
485646165,C,Gonçalves do Oeste,Normal,Feminino,Saúde e beleza,66.16,8,26.464,555.744,2024-01-18,08:05,Ewallet,444.6,4.915595,27.3181,6.7
998105472,B,Rezende de Carvalho,Normal,Masculino,Alimentos e bebidas,12.56,6,3.768,79.128,2024-01-18,13:32,Dinheiro,63.3,6.463444,5.1144,4.6
275201025,A,Pires,Normal,Feminino,Alimentos e bebidas,58.44,5,14.61,306.81,2024-02-01,21:46,Cartão de crédito,245.45,6.486632,19.9016,6.6
652717481,B,Cunha,Normal,Feminino,Esportes e viagens,43.88,6,13.164,276.444,2024-01-30,14:08,Cartão de crédito,221.16,7.255876,20.0584,8.8
192085186,A,Viana da Mata,Membro,Masculino,Casa e estilo de vida,31.13,3,4.6695,98.0595,2024-01-10,18:09,Dinheiro,78.45,5.547058,5.4394,6.0
7363665,C,Lima,Membro,Masculino,Alimentos e bebidas,10.17,6,3.051,64.071,2024-01-14,21:28,Dinheiro,51.26,6.17809,3.9584,5.3
153718692,C,das Neves,Normal,Masculino,Esportes e viagens,35.69,5,8.9225,187.3725,2024-02-02,01:13,Dinheiro,149.9,7.814763,14.6427,4.6
787614327,B,da Costa do Sul,Normal,Masculino,Alimentos e bebidas,48.68,4,9.736,204.456,2024-01-28,22:59,Ewallet,163.56,6.37854,13.0413,8.6
470557151,C,Almeida dos Dourados,Membro,Feminino,Esportes e viagens,13.67,9,6.1515,129.1815,2024-01-03,11:46,Cartão de crédito,103.35,3.101481,4.0065,6.4
100393391,A,Silveira de Rodrigues,Normal,Feminino,Esportes e viagens,88.94,6,26.682,560.322,2024-01-01,18:14,Ewallet,448.26,6.637026,37.1887,4.0
300557243,B,Martins,Membro,Masculino,Alimentos e bebidas,21.32,5,5.33,111.93,2024-01-07,10:11,Cartão de crédito,89.54,7.443519,8.3315,5.0
655244688,B,Lima,Normal,Masculino,Casa e estilo de vida,53.53,8,21.412,449.652,2024-01-04,22:48,Ewallet,359.72,7.966273,35.8205,8.3
504206136,C,Azevedo,Membro,Feminino,Casa e estilo de vida,53.72,4,10.744,225.624,2024-01-20,05:48,Ewallet,180.5,6.339073,14.3025,8.9
442410177,B,Lima das Flores,Membro,Feminino,Eletrônicos,69.33,7,24.2655,509.5755,2024-01-22,05:00,Dinheiro,407.66,5.34733,27.2487,8.7
146548364,C,Castro,Membro,Masculino,Alimentos e bebidas,82.35,10,41.175,864.675,2024-01-18,17:07,Cartão de crédito,691.74,5.111335,44.1964,7.6
398678562,C,da Luz,Normal,Feminino,Casa e estilo de vida,94.83,7,33.1905,697.0005,2024-01-24,16:49,Cartão de crédito,557.6,7.104217,49.5164,5.0
